,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,237.9259890178637,681.9493555449342,1033.131378897637,1296.7810889680613,1482.2870075851881,1602.7856638791468,1672.2341972915276,1703.018790546377,1705.1133228925762,1686.2070783432941,1652.1379113387231,1607.3201912407742,1555.0843525129776,1497.9304697424081,1437.7174684463746,1375.807268195093,1313.176840464899,1250.505862850528,1188.2439124006426,1126.6581578318635,1065.8588354565034,1005.7924621298482,946.1732252784735,886.2610120104282,824.1776511391228,755.1986433514733,674.4602437262846,592.434128522436,518.5221419266353,453.3851383118132
1,238.02954311537815,682.2671454700148,1033.6180898829014,1297.3901439835136,1482.9766064401597,1603.5218305995747,1672.9913522656054,1703.7786122647062,1705.8630981352107,1686.9382097064713,1652.8447617293666,1607.9992371912813,1555.7335715606423,1498.5488955421495,1438.3048655734199,1376.363893648829,1313.7032689919497,1251.0028594946639,1188.7123394076266,1127.0989048901172,1066.2727622019788,1006.1803385899082,946.5356448408419,886.5982165756171,824.489095021013,755.4819999264118,674.7119675375075,592.6549726762373,518.7153537216136,453.5540241044747
2,238.10227941890346,682.5385658897118,1034.0450914597966,1297.9205279409018,1483.563115997489,1604.127545096979,1673.5905829905473,1704.3550586291472,1706.4073105402215,1687.445396717659,1653.3131749899571,1608.4290548515621,1556.126144351123,1498.90624247163,1438.6293394861095,1376.6579627418412,1313.9693777326363,1251.2433435642204,1188.9293765161779,1127.294487907046,1066.4486836029487,1006.3381755079577,946.6767303026684,886.7235692591731,824.5992490155443,755.576871007876,674.7926787274497,592.7250710091187,518.7764669646217,453.6072963441472
3,238.14526036723043,682.7658869328595,1034.4158592645085,1298.3770847544395,1484.0528705239851,1604.6106365594449,1674.0410945445217,1704.758504795768,1706.7572576876973,1687.7406052030103,1653.5555468756227,1608.6222592700392,1556.2747268330465,1499.015061271996,1438.7032193873106,1376.7014928475376,1313.9868038566876,1251.2385215587046,1188.9057633545924,1127.255154505935,1066.396338389391,1006.2751914012695,946.6051711374449,886.6452191980235,824.5156964924204,755.4901997041935,674.7085171911665,592.6496913283146,518.7099827248354,453.5488050765301
4,238.1595873500061,682.9514627051136,1034.7340021047514,1298.764851986089,1484.4524664010419,1604.979266171214,1674.3524889037872,1704.9997782315952,1706.9247331234535,1687.8363283877775,1653.5848204659437,1608.5920225880027,1556.1925332655649,1498.888455280066,1438.5393759199255,1376.507027481467,1313.7676923206943,1251.00008722988,1188.652704781294,1126.991594560835,1066.1258839958323,1006.0009996398995,946.3300276324952,886.371662013679,824.2463420701342,755.229222155061,674.4658812533105,592.4343212865662,518.5205881662688,453.3825581783671
5,0.0,683.0977237686459,1035.0032474994498,1299.0890367085324,1484.7687263470573,1605.2418790467343,1674.5347053651785,1705.09008947732,1706.9219498701925,1687.7455056703398,1653.414402523538,1608.3519899557728,1555.8932532647798,1498.5399997903264,1438.1511436891362,1376.087562547501,1313.3246261809584,1250.5401561369326,1188.18180973612,1126.5148833124247,1065.6478438540828,1005.5255597967933,945.8606861689804,885.911698919375,823.7993745421184,754.80143455013,674.0713994354866,592.084645160888,518.2131375042121,453.1127056581417
6,0.0,683.2071684159293,1035.2274246710233,1299.3549870347408,1485.0086572573284,1605.4071477034893,1674.597950640144,1705.04095109408,1706.7614510874246,1687.4814279574687,1653.058066222932,1607.9161819522083,1555.3909557339707,1497.9836488579676,1437.5522318998142,1375.4564614423734,1312.6705465405526,1249.8711906178398,1187.5050212774668,1125.836416414915,1064.9730473304771,1004.8591223208842,945.2068084689098,885.2743904092113,823.183224986465,754.2145559600822,673.5318987348446,591.6065178213424,517.7926306988336,452.74352212231474
7,0.0,683.2823528284024,1035.4104452574718,1299.5681598700828,1485.179402601003,1605.4839084403754,1674.5526203910874,1704.8640868924108,1706.4560102016064,1687.0576319983363,1652.5298427083505,1607.2988859121526,1554.6999819741554,1497.2336316964713,1436.7566251001235,1374.6273608392835,1311.818663781338,1249.0059166634876,1186.6345391366624,1124.9678381009032,1064.1125633614338,1004.012167465128,944.3782756296782,884.4690052473484,822.4065206808593,753.4764875051569,672.854369837382,591.0059362164806,517.264190137944,452.2793876036426
8,0.0,683.3258802564634,1035.5562821189847,1299.734085643531,1485.2881906326318,1605.4810924302785,1674.409214534463,1704.5713341819692,1706.0185235248928,1686.487786878333,1651.84390466354,1606.514539271716,1553.8348309432713,1496.3043414521758,1435.778476603236,1373.614069502099,1310.7823622126366,1247.9572346138089,1185.5827365080029,1123.9209639955998,1063.0776291463803,1002.9953396706042,943.3851280028316,883.5049656810965,821.4780356215061,752.5952685345394,672.0459298075458,590.2890087928075,516.6330356308148,451.72476700255635
9,0.0,683.3403893991504,1035.668946707928,1299.8583309420285,1485.3422799302707,1605.4076536774685,1674.1782490536257,1704.1745422579584,1705.4618988969744,1685.785576369433,1651.0144456153855,1605.5776085695877,1552.810040140185,1495.210219618817,1434.6319976079142,1372.4304628964856,1309.575100648247,1246.7381259408028,1184.3620731052442,1122.7077003926104,1061.8795755081715,1001.8193788312386,942.2375021714661,882.3917899754009,820.4066385955412,751.5790306173981,671.1137828980222,589.4619233449984,515.9044580967086,451.0841884410995
10,0.0,0.0,1035.752465544567,1299.9464600909982,1485.3489039369224,1605.2724961951017,1673.8701673003266,1703.6854705991939,1704.7989441598443,1684.9645811198927,1650.055558984737,1604.50246803502,1551.6400658785944,1493.9656396364142,1433.3313453093722,1371.0903766216923,1308.210311665856,1245.3615586094647,1182.9850067247294,1121.3399619959168,1060.5297507068576,1000.4950500231017,940.9455664242744,881.1390334945438,819.2012398696178,750.4359502437001,670.0651802032096,588.530913856612,515.0837923816862,450.3622208687027
11,0.0,0.0,1035.8108563878418,1300.003996783062,1485.3152162399506,1605.0844028025328,1673.4952537896042,1703.115690262841,1704.0422592773732,1684.0381646688365,1648.9811209085444,1603.303281716325,1550.3391667533954,1492.5847932703643,1431.8905133555531,1369.6075017602027,1306.701302383363,1243.8403935924541,1181.463905642053,1119.8295902193217,1059.0394445775028,999.0330733639976,939.5194562018977,879.756229629579,817.8707376243236,749.1742011930264,668.9073789311785,587.5022269334878,514.1763896721382,449.5634512877085
12,0.0,0.0,1035.848104707156,1300.036386850691,1485.2482382681317,1604.8519678218063,1673.063553306316,1702.4764917216587,1703.2041356408267,1683.0193669911062,1647.8046805865167,1601.9938928554116,1548.9212938843007,1491.081583182734,1430.323227854038,1367.9952851243593,1305.0611594970321,1242.1872950493387,1179.810964124872,1118.18827410728,1057.419814849012,997.4440556659657,937.9692109962773,878.2528318810881,816.4239652794539,747.8019075478256,667.6476020881549,586.382088450912,513.1875899910144,448.6924619822218
13,0.0,0.0,1035.8681410463196,1300.0489632077754,1485.1548109247467,1604.5835356821697,1672.584797765647,1701.7788019307302,1702.2964655913963,1681.9208087489326,1646.539361385572,1600.5877237233599,1547.3999910734933,1489.4695247090756,1428.642851787507,1366.2668370818278,1303.3026610757995,1240.414646472841,1178.0381231732822,1116.427475802163,1055.6818173896916,995.7384254554836,936.3047141155561,876.638158355219,814.8696408175715,746.3270983023586,666.2929993551909,585.1766710295936,512.1226952616663,447.75380813550015
14,0.0,0.0,1035.8748198260407,1300.0469138573633,1485.041551425396,1604.2871470518587,1672.0683427487947,1701.0331127864613,1701.3306645016783,1680.7546087114406,1645.197775226488,1599.097688454921,1545.788307385619,1487.761659283911,1426.8623001877484,1364.4348491959784,1301.438197219594,1238.5344747729207,1176.1569983172508,1114.558362245246,1053.8361419263301,993.9263727710661,934.5356365913217,874.9213398207064,813.2163191255437,744.7576644517599,664.8506098896202,583.8920629248012,510.9869434045541,446.75199620854005
15,0.0,0.0,0.0,1300.0352536907621,1484.9148162972565,1603.970493650018,1671.5231150262052,1700.2494224204788,1700.3176069663596,1679.5323159795753,1643.7919519565012,1597.5361206287607,1544.0987239157093,1485.9704812751982,1424.9939678009564,1362.5115233669044,1299.4797012043452,1236.5583838458504,1174.1788159336334,1112.5917444831873,1051.8931545141631,992.0177949194435,932.6713863126703,873.1112723143575,811.4723482425181,743.1013193420557,663.3273277073754,582.534238859666,509.7854838949989,445.69146342647593
16,0.0,0.0,0.0,1300.0188006028727,1484.7806711528065,1603.640882395256,1670.9575717460257,1699.4371900282454,1699.2675778384419,1678.2648578057897,1642.333284561224,1595.91471651343,1542.3430957260532,1484.1078792581493,1423.0496703087376,1360.5085135548818,1297.438592196548,1234.4974986973634,1172.114359125256,1110.5380255853147,1049.862847717471,990.0222490980549,930.7210632378382,871.2165750845882,809.6458302378528,741.3655629290372,661.7298702015066,581.1090332611467,508.5233551579884,444.57655868144155
17,0.0,0.0,0.0,1300.0021562373438,1484.6448675061195,1603.3052090654637,1670.3796713617864,1698.6053042331853,1698.190238083783,1676.9625030000632,1640.832490264261,1594.2444941090519,1540.5326091750746,1482.1850920448674,1421.0405995070412,1358.4368805616227,1295.325730070822,1232.3624206957502,1169.9739237653446,1108.407157788726,1047.7547991195538,987.9489124940858,928.6934212764821,869.2455544414745,807.7445872555732,739.557650440796,660.0647502339846,579.6221162700815,507.20546411198063,443.4115251128911
18,0.0,0.0,0.0,1299.989691469282,1484.5128265804715,1602.969941213019,1669.7968558461168,1697.762064383842,1697.0946047698944,1675.6348402253639,1639.2995868627997,1592.5357674201412,1538.6777541862352,1480.2126791415267,1418.9772922384598,1356.3070597808016,1293.1513823455484,1230.1631940587226,1167.7672848842712,1106.208609106101,1045.5781384407303,985.8065501696727,926.5968371719418,867.2061738525181,805.7761330655127,737.6845657754677,658.3382521095747,578.078972800471,505.8365681014642,442.20048457176796
19,0.0,0.0,0.0,1299.9855365465946,1484.389629782475,1602.6411097260905,1669.2160433164652,1696.9151737070977,1695.9890439903647,1674.2907699440052,1637.7438830909928,1590.7981348351886,1536.7883104521284,1478.2005047676278,1416.869612358834,1354.1288413427733,1290.9252027966786,1227.9092832566582,1165.503673189112,1103.9513392793922,1043.3415232253278,983.6034907581051,924.4392864595053,865.1060304001231,803.7476502674272,735.7529998021548,656.5564116097978,576.4848848231492,504.4212593817952,440.94742411633104
20,0.0,0.0,0.0,0.0,1484.2800153029414,1602.3243081640994,1668.6436298980652,1696.0717429087094,1694.8812751685375,1672.938508397239,1636.173981407578,1589.0404800827723,1534.8733461588274,1476.1577341638335,1414.7267446190099,1351.9113616913687,1288.6562209399945,1225.6095606653746,1163.1917611796187,1101.6437846595936,1041.0531227802628,981.3476097421965,922.228326347532,862.9523375117902,801.6659731136064,733.7693335779697,654.7250001387579,574.8449169506346,502.963952243489,439.65618462789905
21,0.0,0.0,0.0,0.0,1484.18838015315,1602.0246988258875,1668.085499468165,1695.2383026204134,1693.7783849793648,1671.5856017807,1634.5977913683244,1587.270983982787,1532.9412275515851,1474.0928406418573,1412.5571990648878,1349.6631053527485,1286.352841298192,1223.272303535341,1160.8396580686406,1099.2938513502768,1038.7206098200759,979.046319874266,919.9710851733588,860.7519136965017,799.5375757561618,731.739626354899,652.8495129168789,573.1639053078222,501.4688727903199,438.3304515770406
22,0.0,0.0,0.0,0.0,1484.1187868556021,1601.7470244261924,1667.5470398522245,1694.420823025365,1692.6868490594672,1670.2389487005837,1633.0225516516555,1585.4971451014314,1530.9996375346573,1472.0136216845601,1410.368824399335,1347.3919154860073,1284.0228511919547,1220.9051991638344,1158.4549125348497,1096.9089157755413,1036.3511591018669,976.7065681333512,917.674257931289,858.5111768766703,797.3685655929412,729.669608131982,650.9351610578817,571.4464495910505,499.94005131926355,436.9737479172314
23,0.0,0.0,0.0,0.0,1484.074973974181,1601.4956242469518,1667.0331640588863,1693.6247390277679,1691.6125597169773,1668.9048290337978,1631.454858832203,1583.7258074271288,1529.0556014855554,1469.927222370269,1408.1688286949166,1345.105011732555,1281.673435706579,1218.5153570574007,1156.0445222282697,1094.4958317206413,1033.9514522189647,974.3348385009018,915.3441072579168,856.2361437970957,795.1646812839267,727.5646764142264,648.9868672816289,569.696908148575,498.38131719278186,435.58942903560586
24,0.0,0.0,0.0,0.0,1484.0603696803737,1601.2744536788653,1666.5483352243875,1692.8549794422609,1690.560857976121,1667.5889374402066,1629.9007011131562,1581.9631932842644,1527.115518542624,1467.8401644505643,1405.9638058780783,1342.8090138907148,1279.3111984751404,1216.1093268441957,1153.6149489071731,1092.060942840442,1031.5276876607475,971.9371597690537,912.9864691894829,853.9324339204605,792.9312949385751,725.4298967708482,647.0092649522164,567.9193958601517,496.7962960466514,434.180679650473
25,0.0,0.0,0.0,0.0,0.0,1601.0871061589312,1666.0965940670912,1692.1159988384939,1689.5365684688181,1666.2964199575588,1628.365495405208,1580.2149398648123,1525.1851967685573,1465.758379531792,1403.759766502442,1340.509970015285,1276.9421869701216,1213.6931207264608,1151.172138097761,1089.6100996285484,1029.0855952311533,969.5191175706673,910.6067629732884,851.6052771805345,790.6734179323472,723.270006741178,645.0067000869158,566.1177845527591,495.1884091401678,432.7505125134751
26,0.0,0.0,0.0,0.0,0.0,1600.9368366258514,1665.6815878094367,1691.4118108637758,1688.544035892213,1665.0319123239701,1626.8541263517095,1578.4861379591048,1523.2698907771207,1463.6872449747725,1401.5621714705992,1338.2133876604896,1274.571921091606,1211.2722393383524,1148.7215422236727,1087.1486798783292,1026.6304539418024,967.0858698308712,908.2100042150387,849.259524955323,788.3957097946458,721.0894226148815,642.9832359561805,564.295705663042,493.5608746300904,431.3017687508435
27,0.0,0.0,0.0,0.0,0.0,1600.8265857439935,1665.306599691756,1690.7460220633534,1687.5871619670197,1663.7995788979908,1625.3709861249172,1576.7813716849028,1521.3743406150902,1461.6316213147322,1399.37596753166,1335.924267131703,1272.205423966039,1208.8516999798512,1146.2681462386265,1084.6816117356254,1024.1671125482512,964.6421648783228,905.8008206701076,846.8996636378105,786.1024896165214,718.892248611068,640.9426598859761,562.4565548437175,491.9167105345365,429.8371196628759
28,0.0,0.0,0.0,0.0,0.0,1600.7590042775614,1664.9745783677415,1690.1218654100303,1686.669442041968,1662.603151266508,1623.9200140406099,1575.1047582319338,1519.5028108997972,1459.595890198296,1397.2056235603416,1333.6471357720059,1269.847254011681,1206.4360663210791,1143.8164949011893,1082.213398531698,1021.7000119709822,962.1923615131607,903.3834700325701,844.5298302162482,783.7977494503464,716.6822879949008,638.8884918786772,560.6034982093136,490.25873914715555,428.3590697928922
29,0.0,0.0,0.0,0.0,0.0,1600.736477122084,1664.6881666262934,1689.5422329330665,1685.7940006843664,1661.4459658352705,1622.5047352464874,1573.45998684536,1517.6591294125767,1457.5839920242781,1395.055166800618,1331.386082472384,1267.5015374741165,1204.0294788026622,1141.3707209461768,1079.748144685158,1019.2332089283634,959.7404504006455,900.9618591352779,842.1538293237546,781.4851692106795,714.4630556968173,636.8239946849626,558.7394799242879,488.5895926640027,426.8699610756291
