,0
0,27.01559160500438
1,53.179066819494174
2,76.15235130576201
3,96.58917846994923
4,114.97525585043421
5,131.6795264773736
6,146.98663453318534
7,161.11883477369508
8,174.2512184496015
9,186.52234743204517
10,198.04142070163832
11,208.8924059617055
12,219.13464737081546
13,228.7973471929617
14,237.85841788539173
15,246.16849970509884
16,253.1098051372428
17,255.77212786032976
18,248.17702778417774
19,234.30600206007256
20,219.04954804737747
21,203.7718398459519
22,188.93369046018606
23,174.74584237085088
24,161.31454616169887
25,148.68895927652383
26,136.88301312425432
27,125.8879746423845
28,115.68049104513422
29,106.22799853551324
