,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.5196241337038999,275.1941351531777,840.0245434163144,1198.6039408807221,1411.136652056375,1537.7774393691031,1611.3341059660368,1650.6910303291966,1667.469948641517,1669.1416805915703,1660.6459380534013,1645.3145514071202,1625.429245629912,1602.571466124636,1577.8476354412594,1552.0372116144833,1525.6917049900776,1499.2019148454583,1472.8442167938367,1446.8128282408252
1,0.6614218435553696,286.7372946849068,858.7514276389143,1216.6715388163834,1427.148150033729,1551.7381411373433,1623.5100983071345,1661.364528488535,1676.8868639934094,1677.505237996127,1668.1214969894659,1652.0363753086006,1631.506722967793,1608.0942401976088,1582.8896718601775,1556.659977366205,1529.9466443217086,1503.1323808376703,1476.4869849703166,1450.1992895657977
2,0.8270029062578285,298.433928683996,876.7491465150634,1233.4179594708446,1441.5841522501635,1564.0476033772734,1634.0488155567814,1670.4587586564219,1684.8026106754098,1684.4530658555402,1674.2673312677246,1657.511538518335,1636.4159644434858,1612.521869491341,1586.9041780504442,1560.3175034923277,1533.2936122857993,1506.207488611717,1479.3227388580317,1452.8231900602939
3,1.0193631906715157,310.28364184917865,894.0070661946647,1248.8489115665855,1454.4652739870442,1574.7357313992604,1642.9850300927346,1678.0104622124552,1691.2541243519045,1690.0212569309701,1679.1181179047273,1661.7730157367748,1640.1881295546407,1615.883688800525,1589.9187143434376,1563.0356588498835,1535.7568854059684,1508.4500275458267,1481.3728858823893,1454.704656894571
4,1.241800095472461,322.28360324936756,910.5125524797606,1262.9707015014142,1465.814247310273,1583.8352211508181,1650.3565121146241,1684.0593471062468,1696.2811617257776,1694.2485311450585,1682.7109532987613,1664.8559968466807,1642.8564007158445,1618.210878967982,1591.962526526512,1564.8418529976525,1537.362150925373,1509.884081210339,1482.66002322001,1455.8649133190104
5,1.4979403252027816,334.42849090082467,926.2512845038755,1275.7905165212935,1475.6560515847036,1591.3815623069245,1656.2039500919313,1688.647961267419,1699.9261508097281,1697.1760776247022,1685.085195900336,1666.797735207112,1644.455839781362,1619.536332792425,1593.066421433267,1565.7649212731899,1538.1364009059248,1510.5349298921624,1483.2078481009266,1456.32619609394
6,1.7917705083889224,346.710443246735,941.2076052722009,1287.3167149610906,1484.018027811975,1597.4130138380847,1660.5708396516397,1691.8215342358285,1702.2340110264313,1698.84736894847,1686.282283683732,1667.6373732949723,1645.023224287686,1619.894502806197,1593.2626263231562,1565.8349953580753,1538.1078133128267,1510.4289414213335,1483.0410575707192,1456.1116633982688
7,2.1276707170853277,359.1190194656735,955.3649022047405,1297.5591132705713,1490.9299689490492,1601.9705473949878,1663.5033387090216,1693.6277864438703,1703.2519435546296,1699.3079485662786,1686.3455276616103,1667.4157470419425,1644.596864770389,1619.3212322285237,1592.5846332780898,1565.0833604683482,1537.3056211273972,1509.5934512507597,1482.185238576834,1455.2452940007656
8,2.510450568475285,371.64117103296604,968.7060105136726,1306.5292599523414,1496.4241794227028,1605.0977551708804,1665.0500879943465,1694.116706846863,1703.029193474451,1698.6051933587496,1685.3198835550531,1666.1751709686594,1643.2164051621373,1617.8535709645234,1591.0670303334475,1563.5423007329864,1535.7599709026658,1508.056633065401,1480.666749528915,1453.7517787295112
9,2.945386918446824,384.2612273472252,981.2136318983237,1314.2406871829633,1500.5354983511452,1606.8407203779423,1665.261997548552,1693.340300875239,1701.6167863805956,1696.7880542644311,1683.2517045549835,1663.959206923621,1640.9226088843052,1615.5295790416178,1588.745321511476,1561.2449347142006,1533.501772516785,1505.8473614950856,1478.5125947446918,1451.6564055058493
